Report Number,Date of Occurrence,city,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Case Closed,Date Case Closed,area_location,latitude,longitude
30255,6/14/2023 14:00,Hyderabad,237,FRAUD,37,M,Blunt Object,Other Crime,No,,Banjara Hills,17.4123,78.4296
30256,6/14/2023 15:00,Delhi,195,EXTORTION,78,F,None,Other Crime,No,,Dwarka,28.5921,77.046
30257,6/14/2023 16:00,Mumbai,530,SEXUAL ASSAULT,73,F,None,Violent Crime,No,,Dadar,19.0184,72.8436
30258,6/14/2023 17:00,Bangalore,248,CYBERCRIME,73,M,Other,Other Crime,No,,Whitefield,12.9698,77.7499
30259,6/14/2023 18:00,Mumbai,149,EXTORTION,64,F,Firearm,Other Crime,No,,Bandra,19.0606,72.8366
30260,6/14/2023 19:00,Pune,201,FIREARM OFFENSE,51,M,None,Fire Accident,Yes,31-07-2023 03:00,Viman Nagar,18.5679,73.9143
30261,6/14/2023 20:00,Delhi,360,ASSAULT,29,F,Firearm,Violent Crime,Yes,6/8/2023 22:00,Saket,28.5206,77.2073
30263,6/14/2023 22:00,Lucknow,444,IDENTITY THEFT,64,M,Blunt Object,Violent Crime,No,,Alambagh,26.7923,80.8899
30264,6/14/2023 23:00,Bangalore,101,BURGLARY,58,M,None,Other Crime,No,,Whitefield,12.9698,77.7499
30266,6/15/2023 1:00,Mumbai,570,ILLEGAL POSSESSION,11,M,Knife,Other Crime,Yes,5/7/2023 13:00,Andheri,19.1197,72.8468
30267,6/15/2023 2:00,Bangalore,273,BURGLARY,49,M,Knife,Other Crime,Yes,12/12/2023 23:00,Indiranagar,12.9716,77.6408
30268,6/15/2023 3:00,Delhi,335,DRUG OFFENSE,37,F,Firearm,Other Crime,Yes,29-07-2023 21:00,Saket,28.5206,77.2073
30270,6/15/2023 5:00,Mumbai,110,ROBBERY,63,M,Other,Violent Crime,No,,Dadar,19.0184,72.8436
30271,6/15/2023 6:00,Hyderabad,418,ASSAULT,30,M,Firearm,Violent Crime,No,,Begumpet,17.444,78.4637
30272,6/15/2023 7:00,Bangalore,407,ARSON,58,F,None,Fire Accident,Yes,16-08-2023 08:00,Indiranagar,12.9716,77.6408
30274,6/15/2023 9:00,Delhi,541,ROBBERY,14,F,Explosives,Violent Crime,No,,Rohini,28.7492,77.0574
30276,6/15/2023 11:00,Jaipur,136,COUNTERFEITING,27,F,Explosives,Other Crime,No,,Mansarovar,26.8554,75.7705
30277,6/15/2023 12:00,Bangalore,580,FRAUD,43,F,None,Other Crime,No,,Whitefield,12.9698,77.7499
30279,6/15/2023 14:00,Delhi,335,CYBERCRIME,61,F,Knife,Other Crime,Yes,15-08-2023 14:00,Rohini,28.7492,77.0574
30280,6/15/2023 15:00,Mumbai,506,IDENTITY THEFT,52,M,Firearm,Violent Crime,Yes,17-08-2023 17:00,Bandra,19.0606,72.8366
30281,6/15/2023 16:00,Jaipur,358,EXTORTION,14,F,Blunt Object,Other Crime,Yes,24-06-2023 22:00,Vaishali Nagar,26.9196,75.7395
30282,6/15/2023 17:00,Bangalore,372,SEXUAL ASSAULT,40,F,Other,Violent Crime,No,,Indiranagar,12.9716,77.6408
30284,6/15/2023 19:00,Bangalore,562,SHOPLIFTING,76,F,Other,Other Crime,Yes,8/7/2023 6:00,Whitefield,12.9698,77.7499
30285,6/15/2023 20:00,Kolkata,145,PUBLIC INTOXICATION,55,F,Knife,Other Crime,No,,Salt Lake,22.5867,88.417
30286,6/15/2023 21:00,Lucknow,256,ARSON,57,M,Explosives,Fire Accident,No,,Hazratganj,26.8508,80.9462
30287,6/15/2023 22:00,Chennai,420,ARSON,72,F,Other,Fire Accident,Yes,28-06-2023 23:00,Adyar,13.0067,80.257
30288,6/15/2023 23:00,Hyderabad,408,ROBBERY,78,M,Blunt Object,Violent Crime,Yes,26-10-2023 23:00,Banjara Hills,17.4123,78.4296
30289,6/16/2023 0:00,Mumbai,121,VEHICLE - STOLEN,57,F,Explosives,Violent Crime,No,,Dadar,19.0184,72.8436
30291,6/16/2023 2:00,Delhi,560,EXTORTION,56,M,Firearm,Other Crime,Yes,26-08-2023 15:00,Rohini,28.7492,77.0574
30293,6/16/2023 4:00,Bangalore,496,EXTORTION,76,F,Blunt Object,Other Crime,No,,Koramangala,12.9352,77.6142
30294,6/16/2023 5:00,Ahmedabad,512,KIDNAPPING,39,M,Other,Other Crime,Yes,6/7/2023 10:00,Maninagar,22.9921,72.6036
30295,6/16/2023 6:00,Chennai,180,FIREARM OFFENSE,45,F,Poison,Fire Accident,No,,Velachery,12.9784,80.2209
30296,6/16/2023 7:00,Delhi,291,CYBERCRIME,46,F,Knife,Other Crime,No,,Dwarka,28.5921,77.046
30297,6/16/2023 8:00,Hyderabad,416,ILLEGAL POSSESSION,36,F,Knife,Other Crime,Yes,10/9/2023 14:00,Gachibowli,17.4448,78.3498
30298,6/16/2023 9:00,Hyderabad,362,DRUG OFFENSE,74,M,Other,Other Crime,Yes,29-08-2023 15:00,Banjara Hills,17.4123,78.4296
30299,6/16/2023 10:00,Chennai,297,ILLEGAL POSSESSION,60,F,Other,Other Crime,No,,T. Nagar,13.042,80.2337
30300,6/16/2023 11:00,Kolkata,149,ROBBERY,41,M,Knife,Violent Crime,No,,Behala,22.501,88.3141
30302,6/16/2023 13:00,Ahmedabad,263,VEHICLE - STOLEN,57,F,Explosives,Violent Crime,Yes,12/8/2023 23:00,Navrangpura,23.0422,72.5551
30303,6/16/2023 14:00,Delhi,148,DRUG OFFENSE,38,M,Blunt Object,Other Crime,Yes,8/8/2023 15:00,Saket,28.5206,77.2073
30304,6/16/2023 15:00,Bangalore,219,ROBBERY,43,F,Firearm,Violent Crime,No,,Koramangala,12.9352,77.6142
30305,6/16/2023 16:00,Kolkata,226,VANDALISM,62,M,None,Other Crime,Yes,5/8/2023 4:00,Salt Lake,22.5867,88.417
30306,6/16/2023 17:00,Mumbai,173,HOMICIDE,22,F,None,Other Crime,No,,Dadar,19.0184,72.8436
30307,6/16/2023 18:00,Delhi,438,COUNTERFEITING,51,M,Firearm,Other Crime,No,,Rohini,28.7492,77.0574
30308,6/16/2023 19:00,Delhi,281,DOMESTIC VIOLENCE,67,F,Poison,Violent Crime,Yes,18-08-2023 11:00,Saket,28.5206,77.2073
30309,6/16/2023 20:00,Mumbai,526,FIREARM OFFENSE,66,M,Other,Fire Accident,No,,Bandra,19.0606,72.8366
30310,6/16/2023 21:00,Ahmedabad,467,CYBERCRIME,28,F,Blunt Object,Other Crime,No,,Satellite,23.03,72.5171
30311,6/16/2023 22:00,Hyderabad,454,SEXUAL ASSAULT,29,F,Explosives,Violent Crime,No,,Begumpet,17.444,78.4637
30313,6/17/2023 0:00,Bangalore,565,CYBERCRIME,64,F,Poison,Other Crime,Yes,29-07-2023 05:00,Koramangala,12.9352,77.6142
30315,6/17/2023 2:00,Bangalore,446,IDENTITY THEFT,20,F,Blunt Object,Violent Crime,No,,Whitefield,12.9698,77.7499
30317,6/17/2023 4:00,Ahmedabad,215,ILLEGAL POSSESSION,60,M,Poison,Other Crime,Yes,20-07-2023 05:00,Satellite,23.03,72.5171
30320,6/17/2023 7:00,Ahmedabad,219,PUBLIC INTOXICATION,13,F,Poison,Other Crime,Yes,9/7/2023 6:00,Navrangpura,23.0422,72.5551
30321,6/17/2023 8:00,Bangalore,303,EXTORTION,38,F,None,Other Crime,No,,Indiranagar,12.9716,77.6408
30322,6/17/2023 9:00,Kolkata,467,DRUG OFFENSE,68,F,Poison,Other Crime,No,,Salt Lake,22.5867,88.417
30323,6/17/2023 10:00,Bangalore,216,TRAFFIC VIOLATION,76,F,Blunt Object,Traffic Fatality,Yes,20-06-2023 17:00,Indiranagar,12.9716,77.6408
30325,6/17/2023 12:00,Bangalore,417,ARSON,60,F,Firearm,Fire Accident,No,,Koramangala,12.9352,77.6142
30326,6/17/2023 13:00,Delhi,532,SEXUAL ASSAULT,57,F,Other,Violent Crime,Yes,26-04-2024 19:00,Saket,28.5206,77.2073
30327,6/17/2023 14:00,Bangalore,378,COUNTERFEITING,59,F,Other,Other Crime,No,,Koramangala,12.9352,77.6142
30328,6/17/2023 15:00,Jaipur,403,IDENTITY THEFT,75,F,Explosives,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
30329,6/17/2023 16:00,Pune,381,ROBBERY,58,M,Knife,Violent Crime,No,,Kalyani Nagar,18.5485,73.9028
30330,6/17/2023 17:00,Lucknow,338,DOMESTIC VIOLENCE,76,F,Knife,Violent Crime,No,,Gomti Nagar,26.8467,81
30331,6/17/2023 18:00,Kolkata,114,SEXUAL ASSAULT,18,M,Knife,Violent Crime,No,,Park Street,22.5531,88.3501
30332,6/17/2023 19:00,Ahmedabad,521,SHOPLIFTING,37,F,Firearm,Other Crime,No,,Maninagar,22.9921,72.6036
30333,6/17/2023 20:00,Jaipur,165,IDENTITY THEFT,35,M,Knife,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
30334,6/17/2023 21:00,Pune,111,BURGLARY,54,F,Poison,Other Crime,No,,Hadapsar,18.4967,73.9347
30336,6/17/2023 23:00,Bangalore,224,BURGLARY,17,F,Explosives,Other Crime,No,,Indiranagar,12.9716,77.6408
30337,6/18/2023 0:00,Chennai,147,DRUG OFFENSE,27,F,Other,Other Crime,Yes,12/9/2023 16:00,T. Nagar,13.042,80.2337
30338,6/18/2023 1:00,Jaipur,563,FRAUD,33,M,None,Other Crime,Yes,21-07-2023 23:00,Vaishali Nagar,26.9196,75.7395
30339,6/18/2023 2:00,Hyderabad,417,TRAFFIC VIOLATION,73,F,Explosives,Traffic Fatality,No,,Gachibowli,17.4448,78.3498
30340,6/18/2023 3:00,Jaipur,414,BURGLARY,23,M,Explosives,Other Crime,Yes,3/9/2023 22:00,Vaishali Nagar,26.9196,75.7395
30341,6/18/2023 4:00,Lucknow,129,FRAUD,48,F,Poison,Other Crime,Yes,10/9/2023 4:00,Gomti Nagar,26.8467,81
30343,6/18/2023 6:00,Jaipur,534,BURGLARY,60,F,Blunt Object,Other Crime,Yes,29-08-2023 23:00,Mansarovar,26.8554,75.7705
30345,6/18/2023 8:00,Pune,354,CYBERCRIME,29,M,Other,Other Crime,No,,Kasba Peth,18.5196,73.8574
30346,6/18/2023 9:00,Pune,480,ROBBERY,79,F,Blunt Object,Violent Crime,No,,Koregaon Park,18.5362,73.8938
30348,6/18/2023 11:00,Pune,420,VEHICLE - STOLEN,72,F,Knife,Violent Crime,No,,Kasba Peth,18.5196,73.8574
30349,6/18/2023 12:00,Mumbai,127,TRAFFIC VIOLATION,30,M,Blunt Object,Traffic Fatality,Yes,29-06-2023 22:00,Dadar,19.0184,72.8436
30351,6/18/2023 14:00,Mumbai,403,SHOPLIFTING,44,F,Knife,Other Crime,Yes,9/8/2023 8:00,Andheri,19.1197,72.8468
30353,6/18/2023 16:00,Hyderabad,125,FIREARM OFFENSE,79,F,Knife,Fire Accident,Yes,30-08-2023 06:00,Begumpet,17.444,78.4637
30354,6/18/2023 17:00,Hyderabad,113,CYBERCRIME,54,F,Firearm,Other Crime,Yes,21-07-2023 09:00,Gachibowli,17.4448,78.3498
30356,6/18/2023 19:00,Mumbai,515,EXTORTION,54,F,Blunt Object,Other Crime,Yes,3/9/2023 19:00,Andheri,19.1197,72.8468
30357,6/18/2023 20:00,Delhi,543,TRAFFIC VIOLATION,16,F,Blunt Object,Traffic Fatality,Yes,12/7/2023 17:00,Saket,28.5206,77.2073
30358,6/18/2023 21:00,Mumbai,387,EXTORTION,71,F,Blunt Object,Other Crime,No,,Andheri,19.1197,72.8468
30359,6/18/2023 22:00,Delhi,255,SHOPLIFTING,61,F,Knife,Other Crime,Yes,7/9/2023 9:00,Dwarka,28.5921,77.046
30360,6/18/2023 23:00,Delhi,365,DOMESTIC VIOLENCE,16,F,None,Violent Crime,No,,Rohini,28.7492,77.0574
30361,6/19/2023 0:00,Chennai,598,ASSAULT,44,M,Knife,Violent Crime,Yes,1/9/2023 1:00,Adyar,13.0067,80.257
30364,6/19/2023 3:00,Ahmedabad,581,CYBERCRIME,63,F,Knife,Other Crime,Yes,7/7/2023 23:00,Maninagar,22.9921,72.6036
30365,6/19/2023 4:00,Ahmedabad,159,HOMICIDE,39,F,Explosives,Other Crime,No,,Satellite,23.03,72.5171
30366,6/19/2023 5:00,Ahmedabad,582,DOMESTIC VIOLENCE,74,F,Poison,Violent Crime,Yes,3/8/2023 12:00,Maninagar,22.9921,72.6036
30367,6/19/2023 6:00,Chennai,264,VANDALISM,35,M,Firearm,Other Crime,Yes,27-07-2023 06:00,T. Nagar,13.042,80.2337
30368,6/19/2023 7:00,Kolkata,570,BURGLARY,50,F,None,Other Crime,Yes,14-09-2023 00:00,Salt Lake,22.5867,88.417
30369,6/19/2023 8:00,Bangalore,530,IDENTITY THEFT,41,F,None,Violent Crime,Yes,3/8/2023 0:00,Indiranagar,12.9716,77.6408
30371,6/19/2023 10:00,Ahmedabad,351,ROBBERY,41,F,Other,Violent Crime,No,,Maninagar,22.9921,72.6036
30372,6/19/2023 11:00,Mumbai,122,DRUG OFFENSE,13,F,Other,Other Crime,No,,Andheri,19.1197,72.8468
30373,6/19/2023 12:00,Chennai,464,SHOPLIFTING,37,M,Knife,Other Crime,No,,T. Nagar,13.042,80.2337
30374,6/19/2023 13:00,Mumbai,559,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,Yes,8/7/2023 9:00,Dadar,19.0184,72.8436
30378,6/19/2023 17:00,Delhi,111,VANDALISM,18,M,None,Other Crime,Yes,5/7/2023 8:00,Dwarka,28.5921,77.046
30379,6/19/2023 18:00,Kolkata,395,SHOPLIFTING,48,F,Explosives,Other Crime,Yes,31-07-2023 15:00,Behala,22.501,88.3141
30381,6/19/2023 20:00,Pune,586,IDENTITY THEFT,73,F,Knife,Violent Crime,Yes,13-09-2023 12:00,Budhwar Peth,18.5167,73.855
30384,6/19/2023 23:00,Delhi,207,ILLEGAL POSSESSION,31,F,Other,Other Crime,No,,Saket,28.5206,77.2073
30386,6/20/2023 1:00,Chennai,428,FIREARM OFFENSE,35,M,Blunt Object,Fire Accident,No,,Velachery,12.9784,80.2209
30389,6/20/2023 4:00,Hyderabad,176,ARSON,33,F,Explosives,Fire Accident,No,,Banjara Hills,17.4123,78.4296
30390,6/20/2023 5:00,Delhi,495,TRAFFIC VIOLATION,10,M,Explosives,Traffic Fatality,No,,Rohini,28.7492,77.0574
30391,6/20/2023 6:00,Bangalore,253,DRUG OFFENSE,73,F,None,Other Crime,Yes,30-08-2023 03:00,Indiranagar,12.9716,77.6408
30392,6/20/2023 7:00,Jaipur,412,COUNTERFEITING,27,F,Poison,Other Crime,Yes,25-07-2023 10:00,Malviya Nagar,26.8497,75.818
30394,6/20/2023 9:00,Hyderabad,337,ILLEGAL POSSESSION,33,M,Firearm,Other Crime,Yes,28-08-2023 20:00,Begumpet,17.444,78.4637
30396,6/20/2023 11:00,Hyderabad,231,FIREARM OFFENSE,54,M,Blunt Object,Fire Accident,No,,Banjara Hills,17.4123,78.4296
30397,6/20/2023 12:00,Bangalore,364,ILLEGAL POSSESSION,19,M,Poison,Other Crime,Yes,23-08-2023 15:00,Indiranagar,12.9716,77.6408
30398,6/20/2023 13:00,Hyderabad,571,VEHICLE - STOLEN,14,F,Firearm,Violent Crime,Yes,17-08-2023 21:00,Gachibowli,17.4448,78.3498
30400,6/20/2023 15:00,Hyderabad,218,DRUG OFFENSE,78,M,Firearm,Other Crime,Yes,6/8/2023 1:00,Banjara Hills,17.4123,78.4296
30401,6/20/2023 16:00,Mumbai,365,ILLEGAL POSSESSION,48,F,Explosives,Other Crime,Yes,4/8/2023 10:00,Dadar,19.0184,72.8436
30403,6/20/2023 18:00,Bangalore,449,FRAUD,61,F,Blunt Object,Other Crime,Yes,16-07-2023 19:00,Whitefield,12.9698,77.7499
30405,6/20/2023 20:00,Mumbai,207,CYBERCRIME,51,M,Knife,Other Crime,No,,Bandra,19.0606,72.8366
30406,6/20/2023 21:00,Mumbai,453,ILLEGAL POSSESSION,40,F,Knife,Other Crime,No,,Bandra,19.0606,72.8366
30407,6/20/2023 22:00,Chennai,417,HOMICIDE,70,F,None,Other Crime,No,,Adyar,13.0067,80.257
30410,6/21/2023 1:00,Lucknow,364,FRAUD,28,M,Firearm,Other Crime,No,,Alambagh,26.7923,80.8899
30411,6/21/2023 2:00,Bangalore,416,ARSON,63,F,Blunt Object,Fire Accident,No,,Whitefield,12.9698,77.7499
30413,6/21/2023 4:00,Bangalore,511,IDENTITY THEFT,69,F,Knife,Violent Crime,Yes,3/7/2023 9:00,Indiranagar,12.9716,77.6408
30414,6/21/2023 5:00,Bangalore,553,ARSON,66,F,Explosives,Fire Accident,No,,Koramangala,12.9352,77.6142
30416,6/21/2023 7:00,Jaipur,581,IDENTITY THEFT,53,F,Knife,Violent Crime,No,,Malviya Nagar,26.8497,75.818
30417,6/21/2023 8:00,Chennai,581,DRUG OFFENSE,46,M,Knife,Other Crime,No,,Adyar,13.0067,80.257
30419,6/21/2023 10:00,Chennai,137,KIDNAPPING,47,M,Poison,Other Crime,No,,T. Nagar,13.042,80.2337
30420,6/21/2023 11:00,Mumbai,483,DOMESTIC VIOLENCE,57,M,Poison,Violent Crime,Yes,8/8/2023 13:00,Dadar,19.0184,72.8436
30421,6/21/2023 12:00,Hyderabad,575,VEHICLE - STOLEN,63,M,Firearm,Violent Crime,Yes,18-07-2023 19:00,Begumpet,17.444,78.4637
30422,6/21/2023 13:00,Hyderabad,293,TRAFFIC VIOLATION,56,M,Firearm,Traffic Fatality,No,,Banjara Hills,17.4123,78.4296
30424,6/21/2023 15:00,Mumbai,187,ROBBERY,75,F,Poison,Violent Crime,No,,Andheri,19.1197,72.8468
30426,6/21/2023 17:00,Bangalore,571,FRAUD,15,M,None,Other Crime,Yes,4/8/2023 11:00,Whitefield,12.9698,77.7499
30427,6/21/2023 18:00,Delhi,219,CYBERCRIME,61,F,Blunt Object,Other Crime,Yes,8/7/2023 15:00,Dwarka,28.5921,77.046
30428,6/21/2023 19:00,Bangalore,248,TRAFFIC VIOLATION,60,F,Blunt Object,Traffic Fatality,Yes,14-07-2023 11:00,Indiranagar,12.9716,77.6408
30430,6/21/2023 21:00,Hyderabad,272,BURGLARY,36,M,None,Other Crime,Yes,8/9/2023 13:00,Banjara Hills,17.4123,78.4296
30431,6/21/2023 22:00,Delhi,245,VEHICLE - STOLEN,47,M,Firearm,Violent Crime,Yes,5/7/2023 10:00,Saket,28.5206,77.2073
30433,6/22/2023 0:00,Mumbai,215,DOMESTIC VIOLENCE,63,F,Explosives,Violent Crime,Yes,10/8/2023 10:00,Bandra,19.0606,72.8366
30437,6/22/2023 4:00,Bangalore,440,BURGLARY,60,F,Explosives,Other Crime,Yes,12/8/2023 14:00,Whitefield,12.9698,77.7499
30438,6/22/2023 5:00,Chennai,213,PUBLIC INTOXICATION,61,F,Blunt Object,Other Crime,Yes,6/7/2023 21:00,T. Nagar,13.042,80.2337
30439,6/22/2023 6:00,Mumbai,594,DRUG OFFENSE,69,M,Blunt Object,Other Crime,No,,Bandra,19.0606,72.8366
30440,6/22/2023 7:00,Hyderabad,278,TRAFFIC VIOLATION,70,F,Other,Traffic Fatality,Yes,16-07-2023 22:00,Gachibowli,17.4448,78.3498
30441,6/22/2023 8:00,Bangalore,199,ASSAULT,65,F,Blunt Object,Violent Crime,Yes,5/8/2023 12:00,Whitefield,12.9698,77.7499
30442,6/22/2023 9:00,Pune,515,VANDALISM,11,F,Knife,Other Crime,Yes,2/9/2023 11:00,Koregaon Park,18.5362,73.8938
30444,6/22/2023 11:00,Bangalore,426,VEHICLE - STOLEN,56,F,Blunt Object,Violent Crime,No,,Indiranagar,12.9716,77.6408
30446,6/22/2023 13:00,Chennai,123,HOMICIDE,79,F,Firearm,Other Crime,Yes,25-09-2024 18:00,T. Nagar,13.042,80.2337
30447,6/22/2023 14:00,Mumbai,289,IDENTITY THEFT,69,F,Poison,Violent Crime,No,,Bandra,19.0606,72.8366
30448,6/22/2023 15:00,Ahmedabad,491,ASSAULT,67,F,Poison,Violent Crime,Yes,27-07-2023 06:00,Navrangpura,23.0422,72.5551
30449,6/22/2023 16:00,Chennai,127,IDENTITY THEFT,30,F,Poison,Violent Crime,Yes,18-08-2023 19:00,T. Nagar,13.042,80.2337
30450,6/22/2023 17:00,Mumbai,278,IDENTITY THEFT,38,F,Blunt Object,Violent Crime,No,,Andheri,19.1197,72.8468
30451,6/22/2023 18:00,Hyderabad,598,VANDALISM,62,M,Blunt Object,Other Crime,Yes,30-08-2023 02:00,Banjara Hills,17.4123,78.4296
30453,6/22/2023 20:00,Hyderabad,251,DRUG OFFENSE,40,F,Firearm,Other Crime,No,,Gachibowli,17.4448,78.3498
30455,6/22/2023 22:00,Lucknow,341,TRAFFIC VIOLATION,12,M,Other,Traffic Fatality,No,,Alambagh,26.7923,80.8899
30459,6/23/2023 2:00,Kolkata,420,ARSON,68,M,Poison,Fire Accident,Yes,8/9/2023 23:00,Salt Lake,22.5867,88.417
30461,6/23/2023 4:00,Mumbai,119,SHOPLIFTING,45,F,Explosives,Other Crime,Yes,13-09-2023 01:00,Andheri,19.1197,72.8468
30462,6/23/2023 5:00,Hyderabad,479,ARSON,12,F,Explosives,Fire Accident,Yes,31-07-2023 07:00,Banjara Hills,17.4123,78.4296
30465,6/23/2023 8:00,Kolkata,341,IDENTITY THEFT,56,M,Blunt Object,Violent Crime,No,,Behala,22.501,88.3141
30466,6/23/2023 9:00,Hyderabad,238,COUNTERFEITING,35,F,Firearm,Other Crime,No,,Gachibowli,17.4448,78.3498
30467,6/23/2023 10:00,Hyderabad,449,EXTORTION,68,F,Other,Other Crime,No,,Gachibowli,17.4448,78.3498
30468,6/23/2023 11:00,Lucknow,251,CYBERCRIME,20,M,None,Other Crime,No,,Gomti Nagar,26.8467,81
30469,6/23/2023 12:00,Delhi,456,VANDALISM,77,M,Poison,Other Crime,Yes,16-08-2023 02:00,Dwarka,28.5921,77.046
30471,6/23/2023 14:00,Chennai,552,ROBBERY,79,M,None,Violent Crime,No,,Velachery,12.9784,80.2209
30472,6/23/2023 15:00,Pune,427,ASSAULT,60,F,Other,Violent Crime,No,,Kothrud,18.5096,73.8077
30474,6/23/2023 17:00,Delhi,208,VEHICLE - STOLEN,21,F,Explosives,Violent Crime,Yes,29-07-2023 14:00,Saket,28.5206,77.2073
30476,6/23/2023 19:00,Chennai,408,DRUG OFFENSE,55,F,Knife,Other Crime,Yes,10/9/2023 13:00,Velachery,12.9784,80.2209
30478,6/23/2023 21:00,Mumbai,404,HOMICIDE,30,M,None,Other Crime,Yes,25-01-2024 18:00,Andheri,19.1197,72.8468
30479,6/23/2023 22:00,Delhi,354,KIDNAPPING,61,M,Other,Other Crime,No,,Rohini,28.7492,77.0574
30480,6/23/2023 23:00,Pune,493,ASSAULT,29,F,Explosives,Violent Crime,Yes,13-07-2023 06:00,Kasba Peth,18.5196,73.8574
30483,6/24/2023 2:00,Mumbai,167,ARSON,59,F,Firearm,Fire Accident,Yes,18-09-2023 20:00,Bandra,19.0606,72.8366
30484,6/24/2023 3:00,Kolkata,310,FRAUD,19,F,Knife,Other Crime,No,,Behala,22.501,88.3141
30485,6/24/2023 4:00,Bangalore,392,IDENTITY THEFT,74,M,Other,Violent Crime,Yes,31-08-2023 14:00,Indiranagar,12.9716,77.6408
30486,6/24/2023 5:00,Delhi,121,IDENTITY THEFT,22,F,Knife,Violent Crime,Yes,25-08-2023 07:00,Saket,28.5206,77.2073
30490,6/24/2023 9:00,Delhi,208,PUBLIC INTOXICATION,21,F,Knife,Other Crime,Yes,9/7/2023 8:00,Dwarka,28.5921,77.046
30491,6/24/2023 10:00,Delhi,293,VANDALISM,31,F,Other,Other Crime,No,,Rohini,28.7492,77.0574
30492,6/24/2023 11:00,Mumbai,203,FIREARM OFFENSE,36,M,None,Fire Accident,No,,Andheri,19.1197,72.8468
30494,6/24/2023 13:00,Delhi,571,VEHICLE - STOLEN,11,F,Explosives,Violent Crime,No,,Rohini,28.7492,77.0574
30495,6/24/2023 14:00,Mumbai,219,IDENTITY THEFT,52,F,Knife,Violent Crime,Yes,11/9/2023 19:00,Bandra,19.0606,72.8366
30497,6/24/2023 16:00,Bangalore,393,VANDALISM,15,F,Knife,Other Crime,No,,Indiranagar,12.9716,77.6408
30498,6/24/2023 17:00,Mumbai,385,SEXUAL ASSAULT,60,F,None,Violent Crime,No,,Dadar,19.0184,72.8436
30499,6/24/2023 18:00,Delhi,241,FIREARM OFFENSE,76,F,Other,Fire Accident,Yes,30-07-2023 14:00,Saket,28.5206,77.2073
30502,6/24/2023 21:00,Ahmedabad,117,CYBERCRIME,15,F,Poison,Other Crime,Yes,11/9/2023 15:00,Satellite,23.03,72.5171
30503,6/24/2023 22:00,Pune,254,ROBBERY,61,F,None,Violent Crime,No,,Kasba Peth,18.5196,73.8574
30505,6/25/2023 0:00,Chennai,489,KIDNAPPING,78,M,Firearm,Other Crime,Yes,23-07-2023 19:00,Velachery,12.9784,80.2209
30506,6/25/2023 1:00,Ahmedabad,356,ILLEGAL POSSESSION,73,F,Poison,Other Crime,No,,Navrangpura,23.0422,72.5551
30509,6/25/2023 4:00,Bangalore,384,PUBLIC INTOXICATION,52,M,Firearm,Other Crime,No,,Koramangala,12.9352,77.6142
30510,6/25/2023 5:00,Delhi,563,CYBERCRIME,58,M,Knife,Other Crime,No,,Saket,28.5206,77.2073
30511,6/25/2023 6:00,Lucknow,539,FIREARM OFFENSE,28,F,Blunt Object,Fire Accident,Yes,26-08-2023 12:00,Hazratganj,26.8508,80.9462
30513,6/25/2023 8:00,Ahmedabad,431,VANDALISM,25,M,Blunt Object,Other Crime,Yes,22-08-2023 10:00,Satellite,23.03,72.5171
30515,6/25/2023 10:00,Bangalore,197,TRAFFIC VIOLATION,55,F,Blunt Object,Traffic Fatality,No,,Koramangala,12.9352,77.6142
30517,6/25/2023 12:00,Ahmedabad,183,DRUG OFFENSE,18,F,None,Other Crime,No,,Maninagar,22.9921,72.6036
30519,6/25/2023 14:00,Lucknow,497,SEXUAL ASSAULT,30,F,None,Violent Crime,No,,Gomti Nagar,26.8467,81
30521,6/25/2023 16:00,Bangalore,529,SHOPLIFTING,49,F,Explosives,Other Crime,Yes,22-08-2023 23:00,Indiranagar,12.9716,77.6408
30522,6/25/2023 17:00,Bangalore,476,FRAUD,36,F,Explosives,Other Crime,No,,Koramangala,12.9352,77.6142
30523,6/25/2023 18:00,Kolkata,191,SHOPLIFTING,56,F,Other,Other Crime,Yes,7/7/2023 11:00,Park Street,22.5531,88.3501
30525,6/25/2023 20:00,Pune,233,DRUG OFFENSE,70,F,Knife,Other Crime,No,,Kothrud,18.5096,73.8077
30526,6/25/2023 21:00,Chennai,438,BURGLARY,48,F,Explosives,Other Crime,Yes,14-12-2023 09:00,T. Nagar,13.042,80.2337
30527,6/25/2023 22:00,Lucknow,190,SEXUAL ASSAULT,56,F,Poison,Violent Crime,Yes,23-01-2024 17:00,Alambagh,26.7923,80.8899
30528,6/25/2023 23:00,Mumbai,472,IDENTITY THEFT,42,M,Explosives,Violent Crime,Yes,20-07-2023 22:00,Andheri,19.1197,72.8468
30530,6/26/2023 1:00,Delhi,196,PUBLIC INTOXICATION,29,F,Blunt Object,Other Crime,Yes,12/7/2023 21:00,Saket,28.5206,77.2073
30531,6/26/2023 2:00,Delhi,242,ILLEGAL POSSESSION,27,F,Poison,Other Crime,No,,Rohini,28.7492,77.0574
30533,6/26/2023 4:00,Hyderabad,271,CYBERCRIME,52,F,Firearm,Other Crime,No,,Gachibowli,17.4448,78.3498
30534,6/26/2023 5:00,Jaipur,468,ASSAULT,78,M,Knife,Violent Crime,Yes,19-09-2023 03:00,Mansarovar,26.8554,75.7705
