city,area,latitude,longitude,risk_level,crime_description
Pune,Tadiwala Road,18.5193,73.8794,Low,CYBERCRIME
Pune,Hadapsar,18.4967,73.9347,Medium,EXTORTION
Pune,Tadiwala Road,18.5193,73.8794,High,KIDNAPPING
Pune,Budhwar Peth,18.5167,73.855,Low,IDENTITY THEFT
Pune,Kalyani Nagar,18.5485,73.9028,Low,FRAUD
Pune,Hadapsar,18.4967,73.9347,Medium,DRUG OFFENSE
Pune,Kothrud,18.5096,73.8077,Medium,DRUG OFFENSE
Pune,Kalyani Nagar,18.5485,73.9028,Low,VEHICLE - STOLEN
Pune,Kasba Peth,18.5196,73.8574,Medium,ASSAULT
Pune,Koregaon Park,18.5362,73.8938,Low,VEHICLE - STOLEN
Pune,Kondhwa,18.4575,73.8901,Low,SHOPLIFTING
Pune,Kothrud,18.5096,73.8077,Medium,ASSAULT
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Pune,Kalyani Nagar,18.5485,73.9028,Low,FRAUD
Pune,Kalyani Nagar,18.5485,73.9028,Medium,ASSAULT
Pune,Yerawada,18.5575,73.899,Low,VEHICLE - STOLEN
Pune,Yerawada,18.5575,73.899,High,SEXUAL ASSAULT
Pune,Kondhwa,18.4575,73.8901,High,DOMESTIC VIOLENCE
Pune,Kalyani Nagar,18.5485,73.9028,Medium,DRUG OFFENSE
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Pune,Kondhwa,18.4575,73.8901,Medium,ASSAULT
Pune,Kothrud,18.5096,73.8077,High,HOMICIDE
Pune,Yerawada,18.5575,73.899,Medium,ROBBERY
Pune,Kasba Peth,18.5196,73.8574,Medium,FIREARM OFFENSE
Pune,Kasba Peth,18.5196,73.8574,Low,SHOPLIFTING
Pune,Kasba Peth,18.5196,73.8574,Medium,ROBBERY
Pune,Kothrud,18.5096,73.8077,Low,VANDALISM
Pune,Kothrud,18.5096,73.8077,Low,SHOPLIFTING
Pune,Viman Nagar,18.5679,73.9143,High,HOMICIDE
Pune,Viman Nagar,18.5679,73.9143,Low,FRAUD
Pune,Koregaon Park,18.5362,73.8938,Low,SHOPLIFTING
Pune,Kothrud,18.5096,73.8077,High,SEXUAL ASSAULT
Pune,Kalyani Nagar,18.5485,73.9028,Low,ARSON
Pune,Yerawada,18.5575,73.899,Medium,EXTORTION
Pune,Kalyani Nagar,18.5485,73.9028,Low,ARSON
Pune,Viman Nagar,18.5679,73.9143,Medium,EXTORTION
Pune,Kalyani Nagar,18.5485,73.9028,Low,SHOPLIFTING
Pune,Kothrud,18.5096,73.8077,High,HOMICIDE
Pune,Tadiwala Road,18.5193,73.8794,High,KIDNAPPING
Pune,Hadapsar,18.4967,73.9347,Low,VEHICLE - STOLEN
Pune,Yerawada,18.5575,73.899,Low,DOMESTIC VIOLENCE
Pune,Kalyani Nagar,18.5485,73.9028,High,COUNTERFEITING
Pune,Tadiwala Road,18.5193,73.8794,Low,FRAUD
Pune,Kondhwa,18.4575,73.8901,Low,VANDALISM
Pune,Yerawada,18.5575,73.899,Medium,FIREARM OFFENSE
Pune,Hadapsar,18.4967,73.9347,High,SHOPLIFTING
Pune,Yerawada,18.5575,73.899,High,HOMICIDE
Pune,Kasba Peth,18.5196,73.8574,Low,TRAFFIC VIOLATION
Pune,Tadiwala Road,18.5193,73.8794,Medium,EXTORTION
Pune,Kothrud,18.5096,73.8077,Low,TRAFFIC VIOLATION
Pune,Viman Nagar,18.5679,73.9143,Low,VEHICLE - STOLEN
Pune,Hadapsar,18.4967,73.9347,Low,PUBLIC INTOXICATION
Pune,Kothrud,18.5096,73.8077,Low,IDENTITY THEFT
Pune,Viman Nagar,18.5679,73.9143,Medium,ILLEGAL POSSESSION
Pune,Hadapsar,18.4967,73.9347,Low,TRAFFIC VIOLATION
Pune,Viman Nagar,18.5679,73.9143,Medium,ASSAULT
Pune,Kothrud,18.5096,73.8077,Low,IDENTITY THEFT
Pune,Kondhwa,18.4575,73.8901,High,SEXUAL ASSAULT
Pune,Hadapsar,18.4967,73.9347,Low,VANDALISM
Pune,Budhwar Peth,18.5167,73.855,Medium,ASSAULT
Pune,Kondhwa,18.4575,73.8901,High,HOMICIDE
Pune,Yerawada,18.5575,73.899,Medium,FIREARM OFFENSE
Pune,Viman Nagar,18.5679,73.9143,High,CYBERCRIME
Pune,Kothrud,18.5096,73.8077,Medium,ILLEGAL POSSESSION
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Pune,Kothrud,18.5096,73.8077,Medium,DRUG OFFENSE
Pune,Kondhwa,18.4575,73.8901,High,CYBERCRIME
Pune,Budhwar Peth,18.5167,73.855,Low,PUBLIC INTOXICATION
Pune,Yerawada,18.5575,73.899,Medium,FIREARM OFFENSE
Pune,Yerawada,18.5575,73.899,High,CYBERCRIME
Pune,Koregaon Park,18.5362,73.8938,Low,ARSON
Pune,Tadiwala Road,18.5193,73.8794,Low,TRAFFIC VIOLATION
Pune,Kalyani Nagar,18.5485,73.9028,Medium,DRUG OFFENSE
Pune,Kondhwa,18.4575,73.8901,Low,COUNTERFEITING
Pune,Kasba Peth,18.5196,73.8574,High,CYBERCRIME
Pune,Yerawada,18.5575,73.899,High,SEXUAL ASSAULT
Pune,Kalyani Nagar,18.5485,73.9028,High,COUNTERFEITING
Pune,Kalyani Nagar,18.5485,73.9028,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Medium,FIREARM OFFENSE
Pune,Koregaon Park,18.5362,73.8938,Medium,EXTORTION
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Pune,Budhwar Peth,18.5167,73.855,Low,DOMESTIC VIOLENCE
Pune,Kasba Peth,18.5196,73.8574,Low,IDENTITY THEFT
Pune,Viman Nagar,18.5679,73.9143,Low,BURGLARY
Pune,Tadiwala Road,18.5193,73.8794,High,SHOPLIFTING
Pune,Kasba Peth,18.5196,73.8574,High,KIDNAPPING
Pune,Koregaon Park,18.5362,73.8938,Low,VANDALISM
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Pune,Kothrud,18.5096,73.8077,Medium,ILLEGAL POSSESSION
Pune,Tadiwala Road,18.5193,73.8794,Low,PUBLIC INTOXICATION
Pune,Budhwar Peth,18.5167,73.855,Low,ARSON
Pune,Yerawada,18.5575,73.899,High,HOMICIDE
Pune,Budhwar Peth,18.5167,73.855,Low,VEHICLE - STOLEN
Pune,Kondhwa,18.4575,73.8901,Low,BURGLARY
Pune,Hadapsar,18.4967,73.9347,Medium,FIREARM OFFENSE
Pune,Kasba Peth,18.5196,73.8574,Low,VANDALISM
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Pune,Kasba Peth,18.5196,73.8574,Low,VEHICLE - STOLEN
Pune,Koregaon Park,18.5362,73.8938,Low,ROBBERY
Pune,Kothrud,18.5096,73.8077,High,SHOPLIFTING
Pune,Viman Nagar,18.5679,73.9143,High,CYBERCRIME
Pune,Kalyani Nagar,18.5485,73.9028,Medium,ROBBERY
Pune,Hadapsar,18.4967,73.9347,Medium,EXTORTION
Pune,Budhwar Peth,18.5167,73.855,Low,BURGLARY
Pune,Yerawada,18.5575,73.899,High,CYBERCRIME
Pune,Budhwar Peth,18.5167,73.855,Low,TRAFFIC VIOLATION
Pune,Hadapsar,18.4967,73.9347,Medium,ILLEGAL POSSESSION
Pune,Kasba Peth,18.5196,73.8574,High,KIDNAPPING
Pune,Kothrud,18.5096,73.8077,Medium,ILLEGAL POSSESSION
Pune,Kothrud,18.5096,73.8077,Low,VANDALISM
Pune,Kasba Peth,18.5196,73.8574,Medium,DRUG OFFENSE
Pune,Viman Nagar,18.5679,73.9143,Medium,EXTORTION
Pune,Budhwar Peth,18.5167,73.855,Low,BURGLARY
Pune,Kalyani Nagar,18.5485,73.9028,Low,VEHICLE - STOLEN
Pune,Hadapsar,18.4967,73.9347,Low,DOMESTIC VIOLENCE
Pune,Kasba Peth,18.5196,73.8574,Low,TRAFFIC VIOLATION
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Pune,Budhwar Peth,18.5167,73.855,Low,SHOPLIFTING
Pune,Kalyani Nagar,18.5485,73.9028,Medium,ILLEGAL POSSESSION
Pune,Kondhwa,18.4575,73.8901,Low,BURGLARY
Pune,Kalyani Nagar,18.5485,73.9028,High,COUNTERFEITING
Pune,Kothrud,18.5096,73.8077,Low,SHOPLIFTING
Pune,Yerawada,18.5575,73.899,Low,ARSON
Pune,Kothrud,18.5096,73.8077,Low,VEHICLE - STOLEN
Pune,Budhwar Peth,18.5167,73.855,Low,FRAUD
Pune,Budhwar Peth,18.5167,73.855,Low,TRAFFIC VIOLATION
Pune,Viman Nagar,18.5679,73.9143,Low,BURGLARY
Pune,Kasba Peth,18.5196,73.8574,Low,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,Medium,FIREARM OFFENSE
Pune,Kondhwa,18.4575,73.8901,Low,ARSON
Pune,Koregaon Park,18.5362,73.8938,Medium,ILLEGAL POSSESSION
Pune,Kothrud,18.5096,73.8077,Medium,ROBBERY
Pune,Viman Nagar,18.5679,73.9143,Low,VEHICLE - STOLEN
Pune,Tadiwala Road,18.5193,73.8794,High,HOMICIDE
Pune,Kalyani Nagar,18.5485,73.9028,Medium,FIREARM OFFENSE
Pune,Kasba Peth,18.5196,73.8574,High,CYBERCRIME
Pune,Yerawada,18.5575,73.899,High,SHOPLIFTING
Pune,Kalyani Nagar,18.5485,73.9028,Medium,ASSAULT
Pune,Kothrud,18.5096,73.8077,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,High,SEXUAL ASSAULT
Pune,Hadapsar,18.4967,73.9347,High,HOMICIDE
Pune,Hadapsar,18.4967,73.9347,High,HOMICIDE
Pune,Kalyani Nagar,18.5485,73.9028,Low,IDENTITY THEFT
Pune,Kalyani Nagar,18.5485,73.9028,Low,FRAUD
Pune,Hadapsar,18.4967,73.9347,Medium,ROBBERY
Pune,Koregaon Park,18.5362,73.8938,Medium,EXTORTION
Pune,Yerawada,18.5575,73.899,Medium,EXTORTION
Pune,Kalyani Nagar,18.5485,73.9028,High,KIDNAPPING
Pune,Kothrud,18.5096,73.8077,Low,TRAFFIC VIOLATION
Pune,Kothrud,18.5096,73.8077,Medium,EXTORTION
Pune,Hadapsar,18.4967,73.9347,Low,FRAUD
Pune,Kasba Peth,18.5196,73.8574,High,KIDNAPPING
Pune,Kothrud,18.5096,73.8077,High,KIDNAPPING
Pune,Tadiwala Road,18.5193,73.8794,Medium,ASSAULT
Pune,Budhwar Peth,18.5167,73.855,Low,VANDALISM
Pune,Kondhwa,18.4575,73.8901,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Low,ARSON
Pune,Tadiwala Road,18.5193,73.8794,Low,BURGLARY
Pune,Hadapsar,18.4967,73.9347,Medium,DRUG OFFENSE
Pune,Kasba Peth,18.5196,73.8574,High,COUNTERFEITING
Pune,Budhwar Peth,18.5167,73.855,Medium,ILLEGAL POSSESSION
Pune,Viman Nagar,18.5679,73.9143,Low,VEHICLE - STOLEN
Pune,Kothrud,18.5096,73.8077,High,KIDNAPPING
Pune,Kalyani Nagar,18.5485,73.9028,High,SHOPLIFTING
Pune,Kothrud,18.5096,73.8077,Low,VEHICLE - STOLEN
Pune,Budhwar Peth,18.5167,73.855,High,DOMESTIC VIOLENCE
Pune,Yerawada,18.5575,73.899,Low,ARSON
Pune,Kondhwa,18.4575,73.8901,High,DOMESTIC VIOLENCE
Pune,Kalyani Nagar,18.5485,73.9028,Low,PUBLIC INTOXICATION
Pune,Kalyani Nagar,18.5485,73.9028,High,HOMICIDE
Pune,Tadiwala Road,18.5193,73.8794,High,CYBERCRIME
Pune,Viman Nagar,18.5679,73.9143,High,HOMICIDE
Pune,Budhwar Peth,18.5167,73.855,Low,VEHICLE - STOLEN
Pune,Kalyani Nagar,18.5485,73.9028,High,SEXUAL ASSAULT
Pune,Koregaon Park,18.5362,73.8938,Low,IDENTITY THEFT
Pune,Kondhwa,18.4575,73.8901,Low,CYBERCRIME
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,Medium,EXTORTION
Pune,Budhwar Peth,18.5167,73.855,High,SEXUAL ASSAULT
Pune,Kalyani Nagar,18.5485,73.9028,High,COUNTERFEITING
Pune,Viman Nagar,18.5679,73.9143,Medium,DRUG OFFENSE
Pune,Kondhwa,18.4575,73.8901,Low,ARSON
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Pune,Yerawada,18.5575,73.899,Medium,DRUG OFFENSE
Pune,Hadapsar,18.4967,73.9347,Medium,ROBBERY
Pune,Koregaon Park,18.5362,73.8938,Low,COUNTERFEITING
Pune,Kasba Peth,18.5196,73.8574,Low,SHOPLIFTING
Pune,Budhwar Peth,18.5167,73.855,Medium,FIREARM OFFENSE
Pune,Budhwar Peth,18.5167,73.855,Low,PUBLIC INTOXICATION
Pune,Hadapsar,18.4967,73.9347,Low,VANDALISM
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Pune,Kothrud,18.5096,73.8077,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Medium,EXTORTION
Pune,Budhwar Peth,18.5167,73.855,Medium,EXTORTION
Pune,Kasba Peth,18.5196,73.8574,Medium,ROBBERY
Pune,Viman Nagar,18.5679,73.9143,Medium,ILLEGAL POSSESSION
Pune,Yerawada,18.5575,73.899,Medium,FIREARM OFFENSE
Pune,Yerawada,18.5575,73.899,Medium,DRUG OFFENSE
Pune,Kothrud,18.5096,73.8077,High,SEXUAL ASSAULT
Pune,Koregaon Park,18.5362,73.8938,Low,DOMESTIC VIOLENCE
Pune,Tadiwala Road,18.5193,73.8794,Low,DOMESTIC VIOLENCE
Pune,Kalyani Nagar,18.5485,73.9028,Medium,FIREARM OFFENSE
Pune,Budhwar Peth,18.5167,73.855,High,COUNTERFEITING
Pune,Budhwar Peth,18.5167,73.855,Medium,DRUG OFFENSE
Pune,Yerawada,18.5575,73.899,Medium,ASSAULT
Pune,Viman Nagar,18.5679,73.9143,Low,TRAFFIC VIOLATION
Pune,Kondhwa,18.4575,73.8901,High,CYBERCRIME
Pune,Kondhwa,18.4575,73.8901,High,CYBERCRIME
Pune,Yerawada,18.5575,73.899,Medium,ILLEGAL POSSESSION
Pune,Kalyani Nagar,18.5485,73.9028,High,HOMICIDE
Pune,Budhwar Peth,18.5167,73.855,Low,VANDALISM
Pune,Yerawada,18.5575,73.899,Medium,ILLEGAL POSSESSION
Pune,Budhwar Peth,18.5167,73.855,High,HOMICIDE
Pune,Budhwar Peth,18.5167,73.855,Low,CYBERCRIME
Pune,Kothrud,18.5096,73.8077,Low,BURGLARY
Pune,Kothrud,18.5096,73.8077,Low,DOMESTIC VIOLENCE
Pune,Yerawada,18.5575,73.899,Low,VANDALISM
Pune,Yerawada,18.5575,73.899,Low,SHOPLIFTING
Pune,Kalyani Nagar,18.5485,73.9028,Low,BURGLARY
Pune,Kondhwa,18.4575,73.8901,Low,PUBLIC INTOXICATION
Pune,Budhwar Peth,18.5167,73.855,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,High,KIDNAPPING
Pune,Tadiwala Road,18.5193,73.8794,High,SEXUAL ASSAULT
Pune,Koregaon Park,18.5362,73.8938,High,DOMESTIC VIOLENCE
Pune,Budhwar Peth,18.5167,73.855,Low,VEHICLE - STOLEN
Pune,Kasba Peth,18.5196,73.8574,Medium,ILLEGAL POSSESSION
Pune,Yerawada,18.5575,73.899,Medium,ROBBERY
Pune,Tadiwala Road,18.5193,73.8794,Low,VEHICLE - STOLEN
Pune,Viman Nagar,18.5679,73.9143,Low,ARSON
Pune,Budhwar Peth,18.5167,73.855,Low,PUBLIC INTOXICATION
Pune,Yerawada,18.5575,73.899,High,KIDNAPPING
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Pune,Viman Nagar,18.5679,73.9143,Low,PUBLIC INTOXICATION
Pune,Kalyani Nagar,18.5485,73.9028,Low,VANDALISM
Pune,Kalyani Nagar,18.5485,73.9028,Low,ROBBERY
Pune,Kalyani Nagar,18.5485,73.9028,Medium,EXTORTION
Pune,Kothrud,18.5096,73.8077,Low,BURGLARY
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Pune,Budhwar Peth,18.5167,73.855,Low,ARSON
Pune,Tadiwala Road,18.5193,73.8794,Low,TRAFFIC VIOLATION
Pune,Kasba Peth,18.5196,73.8574,High,CYBERCRIME
Pune,Tadiwala Road,18.5193,73.8794,Medium,DRUG OFFENSE
Pune,Budhwar Peth,18.5167,73.855,Medium,ILLEGAL POSSESSION
Pune,Budhwar Peth,18.5167,73.855,Medium,DOMESTIC VIOLENCE
Pune,Yerawada,18.5575,73.899,Medium,FIREARM OFFENSE
Pune,Yerawada,18.5575,73.899,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Low,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,High,SHOPLIFTING
Pune,Yerawada,18.5575,73.899,Medium,EXTORTION
Pune,Koregaon Park,18.5362,73.8938,High,CYBERCRIME
Pune,Hadapsar,18.4967,73.9347,Medium,PUBLIC INTOXICATION
Pune,Yerawada,18.5575,73.899,Medium,ILLEGAL POSSESSION
Pune,Koregaon Park,18.5362,73.8938,Low,ARSON
Pune,Kondhwa,18.4575,73.8901,Low,IDENTITY THEFT
Pune,Koregaon Park,18.5362,73.8938,Medium,ROBBERY
Pune,Viman Nagar,18.5679,73.9143,High,CYBERCRIME
Pune,Hadapsar,18.4967,73.9347,Medium,FIREARM OFFENSE
Pune,Koregaon Park,18.5362,73.8938,Medium,ASSAULT
Pune,Yerawada,18.5575,73.899,High,DOMESTIC VIOLENCE
Pune,Koregaon Park,18.5362,73.8938,Low,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,Low,VEHICLE - STOLEN
Pune,Viman Nagar,18.5679,73.9143,Medium,FIREARM OFFENSE
Pune,Kothrud,18.5096,73.8077,High,SEXUAL ASSAULT
Pune,Koregaon Park,18.5362,73.8938,Medium,DRUG OFFENSE
Pune,Kasba Peth,18.5196,73.8574,High,SEXUAL ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Low,VANDALISM
Pune,Yerawada,18.5575,73.899,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Low,FRAUD
Pune,Tadiwala Road,18.5193,73.8794,High,SEXUAL ASSAULT
Pune,Hadapsar,18.4967,73.9347,Low,COUNTERFEITING
Pune,Hadapsar,18.4967,73.9347,Medium,EXTORTION
Pune,Tadiwala Road,18.5193,73.8794,Low,VANDALISM
Pune,Kalyani Nagar,18.5485,73.9028,Low,TRAFFIC VIOLATION
Pune,Budhwar Peth,18.5167,73.855,Low,IDENTITY THEFT
Pune,Kasba Peth,18.5196,73.8574,Low,VEHICLE - STOLEN
Pune,Kothrud,18.5096,73.8077,Medium,FIREARM OFFENSE
Pune,Hadapsar,18.4967,73.9347,High,SEXUAL ASSAULT
Pune,Hadapsar,18.4967,73.9347,Medium,ROBBERY
Pune,Tadiwala Road,18.5193,73.8794,Low,COUNTERFEITING
Pune,Yerawada,18.5575,73.899,Medium,ROBBERY
Pune,Kasba Peth,18.5196,73.8574,Low,ARSON
Pune,Kasba Peth,18.5196,73.8574,Medium,FIREARM OFFENSE
Pune,Koregaon Park,18.5362,73.8938,Low,VANDALISM
Pune,Yerawada,18.5575,73.899,High,COUNTERFEITING
Pune,Kothrud,18.5096,73.8077,High,SEXUAL ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Medium,FIREARM OFFENSE
Pune,Kalyani Nagar,18.5485,73.9028,High,DOMESTIC VIOLENCE
Pune,Viman Nagar,18.5679,73.9143,Low,ARSON
Pune,Kasba Peth,18.5196,73.8574,Low,IDENTITY THEFT
Pune,Yerawada,18.5575,73.899,Low,IDENTITY THEFT
Pune,Tadiwala Road,18.5193,73.8794,Low,IDENTITY THEFT
Pune,Kasba Peth,18.5196,73.8574,Low,TRAFFIC VIOLATION
Pune,Kalyani Nagar,18.5485,73.9028,Low,ARSON
Pune,Tadiwala Road,18.5193,73.8794,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Medium,ILLEGAL POSSESSION
Pune,Kothrud,18.5096,73.8077,Medium,ASSAULT
Pune,Kalyani Nagar,18.5485,73.9028,High,DOMESTIC VIOLENCE
Pune,Budhwar Peth,18.5167,73.855,High,CYBERCRIME
Pune,Budhwar Peth,18.5167,73.855,Low,BURGLARY
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Pune,Kondhwa,18.4575,73.8901,Low,ROBBERY
Pune,Kothrud,18.5096,73.8077,Low,PUBLIC INTOXICATION
Pune,Tadiwala Road,18.5193,73.8794,High,COUNTERFEITING
Pune,Koregaon Park,18.5362,73.8938,High,SEXUAL ASSAULT
Pune,Viman Nagar,18.5679,73.9143,Medium,FIREARM OFFENSE
Pune,Yerawada,18.5575,73.899,Low,TRAFFIC VIOLATION
Pune,Tadiwala Road,18.5193,73.8794,High,DOMESTIC VIOLENCE
Pune,Tadiwala Road,18.5193,73.8794,Low,VEHICLE - STOLEN
Pune,Tadiwala Road,18.5193,73.8794,High,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,Low,SHOPLIFTING
Pune,Koregaon Park,18.5362,73.8938,Low,FRAUD
Pune,Koregaon Park,18.5362,73.8938,Low,PUBLIC INTOXICATION
Pune,Kondhwa,18.4575,73.8901,Low,PUBLIC INTOXICATION
Pune,Hadapsar,18.4967,73.9347,Medium,ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Medium,DRUG OFFENSE
Pune,Koregaon Park,18.5362,73.8938,Medium,DRUG OFFENSE
Pune,Kondhwa,18.4575,73.8901,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Pune,Budhwar Peth,18.5167,73.855,Low,TRAFFIC VIOLATION
Pune,Budhwar Peth,18.5167,73.855,Low,PUBLIC INTOXICATION
Pune,Viman Nagar,18.5679,73.9143,Medium,DRUG OFFENSE
Pune,Kothrud,18.5096,73.8077,Medium,EXTORTION
Pune,Kasba Peth,18.5196,73.8574,Low,VANDALISM
Pune,Budhwar Peth,18.5167,73.855,Low,FRAUD
Pune,Kothrud,18.5096,73.8077,Low,SHOPLIFTING
Pune,Kasba Peth,18.5196,73.8574,Low,TRAFFIC VIOLATION
Pune,Viman Nagar,18.5679,73.9143,High,KIDNAPPING
Pune,Tadiwala Road,18.5193,73.8794,Medium,PUBLIC INTOXICATION
Pune,Viman Nagar,18.5679,73.9143,High,SHOPLIFTING
Pune,Tadiwala Road,18.5193,73.8794,Medium,EXTORTION
Pune,Kasba Peth,18.5196,73.8574,Low,IDENTITY THEFT
Pune,Koregaon Park,18.5362,73.8938,High,COUNTERFEITING
Pune,Budhwar Peth,18.5167,73.855,Low,SHOPLIFTING
Pune,Hadapsar,18.4967,73.9347,High,CYBERCRIME
Pune,Kothrud,18.5096,73.8077,Low,TRAFFIC VIOLATION
Pune,Hadapsar,18.4967,73.9347,Low,DOMESTIC VIOLENCE
Pune,Hadapsar,18.4967,73.9347,Medium,ROBBERY
Pune,Yerawada,18.5575,73.899,Medium,ROBBERY
Pune,Yerawada,18.5575,73.899,High,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,Medium,ILLEGAL POSSESSION
Pune,Kasba Peth,18.5196,73.8574,Medium,EXTORTION
Pune,Hadapsar,18.4967,73.9347,Low,TRAFFIC VIOLATION
Pune,Tadiwala Road,18.5193,73.8794,Low,IDENTITY THEFT
Pune,Budhwar Peth,18.5167,73.855,High,KIDNAPPING
Pune,Tadiwala Road,18.5193,73.8794,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Low,VANDALISM
Pune,Kothrud,18.5096,73.8077,Low,BURGLARY
Pune,Kothrud,18.5096,73.8077,Low,DOMESTIC VIOLENCE
Pune,Budhwar Peth,18.5167,73.855,Low,TRAFFIC VIOLATION
Pune,Koregaon Park,18.5362,73.8938,Medium,ILLEGAL POSSESSION
Pune,Kondhwa,18.4575,73.8901,High,SHOPLIFTING
Pune,Kondhwa,18.4575,73.8901,Low,IDENTITY THEFT
Pune,Kothrud,18.5096,73.8077,Low,IDENTITY THEFT
Pune,Koregaon Park,18.5362,73.8938,Low,FRAUD
Pune,Kondhwa,18.4575,73.8901,Medium,FIREARM OFFENSE
Pune,Kothrud,18.5096,73.8077,Low,COUNTERFEITING
Pune,Tadiwala Road,18.5193,73.8794,Low,PUBLIC INTOXICATION
Pune,Yerawada,18.5575,73.899,High,CYBERCRIME
Pune,Viman Nagar,18.5679,73.9143,High,SEXUAL ASSAULT
Pune,Kondhwa,18.4575,73.8901,Low,ROBBERY
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Pune,Kasba Peth,18.5196,73.8574,Low,VANDALISM
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Pune,Yerawada,18.5575,73.899,Medium,PUBLIC INTOXICATION
Pune,Viman Nagar,18.5679,73.9143,High,SEXUAL ASSAULT
Pune,Budhwar Peth,18.5167,73.855,Low,SHOPLIFTING
Pune,Kasba Peth,18.5196,73.8574,Low,TRAFFIC VIOLATION
Pune,Kalyani Nagar,18.5485,73.9028,High,HOMICIDE
Pune,Kondhwa,18.4575,73.8901,Low,ARSON
Pune,Kalyani Nagar,18.5485,73.9028,Low,VEHICLE - STOLEN
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Pune,Budhwar Peth,18.5167,73.855,Low,CYBERCRIME
Pune,Hadapsar,18.4967,73.9347,Low,VEHICLE - STOLEN
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Pune,Kasba Peth,18.5196,73.8574,Low,IDENTITY THEFT
Pune,Viman Nagar,18.5679,73.9143,Low,VEHICLE - STOLEN
Pune,Budhwar Peth,18.5167,73.855,High,KIDNAPPING
Pune,Hadapsar,18.4967,73.9347,Low,IDENTITY THEFT
Pune,Viman Nagar,18.5679,73.9143,Low,TRAFFIC VIOLATION
Pune,Hadapsar,18.4967,73.9347,Low,VANDALISM
Pune,Kondhwa,18.4575,73.8901,Low,ARSON
Pune,Kondhwa,18.4575,73.8901,Medium,FIREARM OFFENSE
Pune,Kothrud,18.5096,73.8077,Medium,ROBBERY
Pune,Kalyani Nagar,18.5485,73.9028,High,COUNTERFEITING
Pune,Koregaon Park,18.5362,73.8938,Medium,EXTORTION
Pune,Kasba Peth,18.5196,73.8574,Low,CYBERCRIME
Pune,Kalyani Nagar,18.5485,73.9028,High,COUNTERFEITING
Pune,Kothrud,18.5096,73.8077,Low,PUBLIC INTOXICATION
Pune,Kalyani Nagar,18.5485,73.9028,Low,VEHICLE - STOLEN
Pune,Koregaon Park,18.5362,73.8938,Low,VEHICLE - STOLEN
Pune,Koregaon Park,18.5362,73.8938,High,CYBERCRIME
Pune,Budhwar Peth,18.5167,73.855,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Medium,PUBLIC INTOXICATION
Pune,Budhwar Peth,18.5167,73.855,Low,VEHICLE - STOLEN
Pune,Kondhwa,18.4575,73.8901,Low,IDENTITY THEFT
Pune,Tadiwala Road,18.5193,73.8794,Low,DOMESTIC VIOLENCE
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Pune,Hadapsar,18.4967,73.9347,Medium,ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Low,VANDALISM
Pune,Yerawada,18.5575,73.899,High,DOMESTIC VIOLENCE
Pune,Kalyani Nagar,18.5485,73.9028,Low,ARSON
Pune,Kothrud,18.5096,73.8077,Low,SHOPLIFTING
